0.544526874,0.039385008,0.824474081,0.249400414,1
0.095427674,0.342094501,0.068126232,0.094694088,0
0.046769079,0.967044369,0.424470961,0.146357469,1
0.120433266,0.745657476,0.770708694,0.014440283,0
0.281725639,0.803143286,0.252562156,0.781412558,0
0.914888573,0.498687143,0.11794069,0.141954478,0
0.641871436,0.271205467,0.337438418,0.592784869,1
0.509584834,0.477527567,0.673980814,0.950660701,1
0.841513959,0.983869829,0.696746542,0.554494664,0
0.153433449,0.948352197,0.088141104,0.076932333,0
0.830996467,0.883392782,0.535301258,0.332814399,1
0.781934943,0.134486504,0.7544722,0.370855452,1
0.386609592,0.133849079,0.591279177,0.275933913,1
0.161177628,0.474403638,0.668317517,0.629103141,1
0.793100243,0.665412452,0.781404493,0.141707397,1
0.179323989,0.371288888,0.18623663,0.482851647,1
0.191228586,0.274847101,0.039523329,0.484075116,0
0.916116209,0.14133749,0.76683932,0.306207358,1
0.611591419,0.601759779,0.500933701,0.891725828,0
0.316479404,0.976788158,0.547371108,0.83009659,0
0.035959509,0.158818513,0.324558203,0.10779646,0
0.253616141,0.275831124,0.956652107,0.052807915,0
0.264889994,0.422575309,0.793972452,0.330926957,1
0.747690682,0.686021787,0.758685129,0.454957772,0
0.704580601,0.907463685,0.773373172,0.536859415,0
0.740131255,0.217627439,0.810215169,0.377771103,1
0.024053023,0.729447604,0.109617406,0.853147336,0
0.976289996,0.267140376,0.056366039,0.607634821,1
0.932152825,0.910683738,0.628859142,0.343279724,0
0.572805564,0.934767237,0.16320697,0.583253613,1
0.1078196,0.602760239,0.93102983,0.384486167,0
0.06403513,0.775894494,0.548254578,0.425324257,1
0.409798093,0.190104778,0.233796027,0.229938402,0
0.31128864,0.880146856,0.83280217,0.955664608,1
0.367668655,0.967535887,0.484728166,0.668063988,1
0.187884102,0.533332173,0.165439249,0.927983371,0
0.837076389,0.891786141,0.096191662,0.23335459,0
0.931086136,0.041681061,0.635993011,0.050353807,0
0.367415886,0.484761371,0.449167095,0.50551851,0
0.557294195,0.024767781,0.039767341,0.179402076,1
0.559296258,0.721995439,0.164353692,0.857275504,0
0.778297274,0.244134955,0.056424294,0.098251827,1
0.130357256,0.411385765,0.245772164,0.157985913,1
0.001839964,0.168435017,0.652690541,0.756519896,1
0.564165361,0.018717601,0.69633728,0.280887542,0
0.60040138,0.284161277,0.342189393,0.121967697,0
0.405044576,0.940184981,0.01987538,0.634519125,1
0.025068857,0.625514674,0.637019054,0.83304122,0
0.190502751,0.374406508,0.843702829,0.544593572,0
0.001508288,0.569400905,0.702112104,0.326613403,1
0.021969509,0.026325273,0.567255237,0.540137383,0
0.389231504,0.591151673,0.721083013,0.992882729,1
0.576698009,0.999490263,0.052610559,0.778127287,1
0.62087117,0.689657936,0.987018496,0.314894584,1
0.802011698,0.173105139,0.048891711,0.736333521,0
0.773063146,0.570670498,0.647586882,0.821275874,1
0.687131613,0.195401085,0.266081469,0.704134175,1
0.661532973,0.147938365,0.73182873,0.371522787,0
0.438046095,0.420201806,0.100193255,0.959450955,0
0.656089145,0.999539204,0.095023672,0.922137208,1
0.91503497,0.31309763,0.669810338,0.628950119,1
0.690297684,0.830684714,0.273998972,0.447379691,0
0.342943084,0.312724379,0.234047036,0.828188415,1
0.483803175,0.016423084,0.704989918,0.542118682,1
0.93025842,0.645335069,0.172812672,0.566501406,0
0.157826469,0.953819814,0.728241563,0.093656407,1
0.410597682,0.648345429,0.111085113,0.628177529,0
0.437147949,0.966545535,0.03682988,0.312939411,0
0.028719176,0.524095232,0.590283977,0.567605182,0
0.862508242,0.80855338,0.972711644,0.28819196,0
0.67155434,0.221365822,0.410113055,0.229767103,1
0.31821279,0.623136452,0.832203759,0.789405532,1
0.321061494,0.580040363,0.463114755,0.374899144,0
0.265140249,0.076078326,0.797430127,0.475834842,0
0.747353492,0.979827488,0.469336129,0.786970715,0
0.229937077,0.108853688,0.895301001,0.978917845,1
0.246817933,0.695556876,0.889382436,0.203482318,1
0.248725221,0.996959458,0.477389887,0.041489381,0
0.537423901,0.338133461,0.112663541,0.691032375,1
0.728237548,0.6264298,0.469856151,0.372178607,0
0.813890786,0.129906928,0.747162304,0.566316543,1
0.669935108,0.621344227,0.971820116,0.828381891,0
0.911531308,0.627209969,0.359365136,0.465154941,1
0.676274641,0.873112076,0.466886369,0.304887885,1
0.678676799,0.377022674,0.684659188,0.333501094,1
0.178204929,0.884588152,0.997522459,0.87740009,0
0.296106784,0.561077064,0.497297362,0.90918357,0
0.476852909,0.489334107,0.355818643,0.958293558,0
0.184463591,0.030959984,0.941462248,0.412963209,1
0.433122098,0.894358274,0.157801877,0.424250119,0
0.183798723,0.708651511,0.127437101,0.828459644,0
0.425633233,0.087904028,0.316566362,0.442271921,1
0.224464782,0.66896562,0.40076075,0.346668081,0
0.638038216,0.672604608,0.362491598,0.625635915,0
0.904207344,0.239020887,0.491203123,0.348257035,0
0.399638916,0.603119191,0.289520191,0.190674744,1
0.862333012,0.090435216,0.372370994,0.536566346,1
0.226643372,0.82772483,0.76541043,0.299269318,1
0.15506397,0.668471246,0.078783929,0.123601844,1
0.599198552,0.315042328,0.60663416,0.629454915,1
0.42887628,0.009848953,0.411005191,0.143194845,0
0.193495653,0.528500102,0.134800144,0.842029962,0
0.642939065,0.471969465,0.290324652,0.786489307,1
0.344245747,0.551073618,0.318009423,0.339537517,1
0.219162262,0.259684098,0.530787673,0.996285543,0
0.482853608,0.24301686,0.807388856,0.14055784,1
0.207440799,0.444374229,0.184174312,0.29799419,0
0.275007712,0.880899282,0.564255561,0.604797495,0
0.936254062,0.042542443,0.068381746,0.142365048,0
0.040462906,0.380186481,0.149825153,0.606859581,1
0.395490633,0.539261674,0.096696953,0.871604973,1
0.520733319,0.86434037,0.508097503,0.673439715,1
0.869463886,0.339902154,0.191985742,0.470478512,0
0.276914612,0.04385223,0.596700876,0.745783108,1
0.702869389,0.135931825,0.218661749,0.089468357,1
0.806621945,0.930166497,0.413532201,0.789101433,1
0.930178564,0.284387317,0.482153477,0.930946846,1
0.825275658,0.09045533,0.735419742,0.150369181,0
0.165620881,0.655511469,0.638149529,0.992758428,1
0.596074461,0.823260237,0.024858286,0.107032449,1
0.831768508,0.017068652,0.613281114,0.873093195,1
0.774718841,0.846816199,0.769397831,0.515425426,0
0.207162683,0.717202921,0.506361394,0.061297154,0
0.643118389,0.066691746,0.192479211,0.856106042,0
0.989125027,0.055825395,0.836612841,0.665059114,1
0.407625215,0.83798786,0.65748131,0.892530972,1
0.626187623,0.30495825,0.024331524,0.301592121,0
0.39062492,0.26049729,0.322731328,0.406418382,0
0.128835546,0.585377613,0.341021779,0.315166665,1
0.256019794,0.301132257,0.65435643,0.977789191,1
0.240498618,0.543820955,0.158620844,0.86525834,1
0.569568294,0.030300525,0.845165517,0.073522223,0
0.178477625,0.335337336,0.443871528,0.993376345,0
0.048759839,0.53037195,0.954832569,0.307640143,0
0.276714874,0.35599542,0.8048583,0.501575704,0
0.593692016,0.277174192,0.981396355,0.723277396,1
0.822494724,0.780678678,0.458105864,0.729981823,1
0.906485719,0.674863488,0.359221757,0.9783576,0
0.580073317,0.12452369,0.438496589,0.978456218,0
0.165625675,0.480966197,0.590147983,0.16545084,0
0.762240251,0.231811873,0.516356008,0.494145042,0
0.174118092,0.139194495,0.529296681,0.190778623,0
0.59404095,0.161887394,0.023942108,0.249354847,1
0.99062623,0.535488984,0.023779492,0.144642137,1
0.465761575,0.852613049,0.58482622,0.629465469,0
0.287084263,0.303385534,0.141448738,0.784753801,0
0.135700306,0.053357075,0.470856089,0.737785234,1
0.561791206,0.888944829,0.347922098,0.298875108,1
0.844744762,0.253699367,0.774507793,0.203989095,0
0.828100854,0.456095483,0.133654763,0.351503349,0
